都市名,売りor買い,商品名,値段,傾向,倍率,販売個数,特産品,更新時間
シュグリシティ,買い,缶詰,101,-1,0.96,45,通常品,2024-12-15 07:34:46
シュグリシティ,買い,紅茶,447,-1,0.65,30,特産品,2024-12-15 07:34:46
シュグリシティ,買い,高級カトラリー,309,-1,0.84,36,通常品,2024-12-15 07:34:46
シュグリシティ,買い,ワードチキン,271,-1,0.91,39,特産品,2024-12-15 07:34:46
シュグリシティ,買い,弾丸加速装置,1846,-1,0.86,18,特産品,2024-12-15 07:34:46
シュグリシティ,買い,自動車パーツ,727,1,1.01,24,通常品,2024-12-15 07:34:46
シュグリシティ,買い,家電,1110,-1,1.02,21,通常品,2024-12-15 07:34:46
シュグリシティ,買い,ワード山泉,55,-1,1.1,60,通常品,2024-12-15 07:34:46
シュグリシティ,売り,黄銅線,791,-1,1.0,47,通常品,2024-12-15 07:34:46
シュグリシティ,売り,モーフィックフィールド照準器,1328,-1,1.15,18,通常品,2024-12-15 07:34:46
シュグリシティ,売り,キダチトウガラシ,109,-1,0.93,48,通常品,2024-12-15 07:34:46
シュグリシティ,売り,宇宙半導体,8249,-1,0.96,3,特産品,2024-12-15 07:34:46
シュグリシティ,売り,ウシエビ,727,-1,0.93,35,特産品,2024-12-15 07:34:46
シュグリシティ,売り,アニタ101民用ドローン,1822,-1,0.98,14,特産品,2024-12-15 07:34:46
シュグリシティ,売り,アニタ202軍用ドローン,3853,-1,1.01,7,特産品,2024-12-15 07:34:46
シュグリシティ,売り,学会印刷書,958,1,0.98,32,特産品,2024-12-15 07:34:46
シュグリシティ,売り,灯芯绒,999,-1,0.8,1,通常品,2024-12-15 07:34:46
シュグリシティ,売り,ハム,2411,1,1.04,12,特産品,2024-12-15 07:34:46
シュグリシティ,売り,家電,555,-1,0.51,21,通常品,2024-12-15 07:34:46
シュグリシティ,売り,エンジン,1682,0,1.0,9,特産品,2024-12-15 07:34:46
シュグリシティ,売り,マラカイト,2138,1,1.2,17,特産品,2024-12-15 07:34:46
シュグリシティ,売り,方鉛鉱,690,1,0.96,29,通常品,2024-12-15 07:34:46
シュグリシティ,売り,電子部品,1228,1,1.08,21,通常品,2024-12-15 07:34:46
シュグリシティ,売り,图形加速卡,3444,-1,1.01,12,特産品,2024-12-15 07:34:46
シュグリシティ,売り,ガソリン,581,1,0.99,27,通常品,2024-12-15 07:34:46
シュグリシティ,売り,プラスチック爆薬,728,1,0.88,20,通常品,2024-12-15 07:34:46
シュグリシティ,売り,銃弾,609,1,0.9,20,通常品,2024-12-15 07:34:46
シュグリシティ,売り,漫画书,0,1,0.98,1,通常品,2024-12-15 07:34:46
シュグリシティ,売り,牛排,0,1,0.98,1,通常品,2024-12-15 07:34:46
シュグリシティ,売り,ブラシナシ電機,868,-1,0.96,34,通常品,2024-12-15 07:34:46
シュグリシティ,売り,医药品,0,1,0.98,1,通常品,2024-12-15 07:34:46
シュグリシティ,売り,拼装模型,0,1,1.0,1,通常品,2024-12-15 07:34:46
シュグリシティ,売り,黑胶唱片,0,-1,1.02,1,通常品,2024-12-15 07:34:46
シュグリシティ,売り,宠物粮食,0,-1,1.02,1,通常品,2024-12-15 07:34:46
シュグリシティ,売り,岚心锦,4307,-1,0.92,1,特産品,2024-12-15 07:34:46
シュグリシティ,売り,人参,0,1,1.0,1,通常品,2024-12-15 07:34:46
シュグリシティ,売り,保健品,0,-1,1.02,1,通常品,2024-12-15 07:34:46
シュグリシティ,売り,高档家具,0,-1,0.98,1,通常品,2024-12-15 07:34:46
シュグリシティ,売り,レゾナンスパワー爆弾,4400,-1,0.97,4,特産品,2024-12-15 07:34:46
シュグリシティ,売り,コハク,2588,-1,1.07,13,特産品,2024-12-15 07:34:46
