都市名,売りor買い,商品名,値段,傾向,倍率,販売個数,特産品,更新時間
アニタエネルギーラボ,買い,二次電池,294,1,1.02,42,通常品,2024-12-15 12:05:02
アニタエネルギーラボ,買い,リチウムバッテリー,760,-1,0.99,28,通常品,2024-12-15 12:05:02
アニタエネルギーラボ,買い,太陽電池,1048,1,0.91,21,特産品,2024-12-15 12:05:02
アニタエネルギーラボ,買い,不織布,606,1,1.1,30,通常品,2024-12-15 12:05:02
アニタエネルギーラボ,売り,ニッケル高温合金,1485,-1,0.95,13,通常品,2024-12-15 12:05:02
アニタエネルギーラボ,売り,マンドツールセット,1469,1,1.07,27,特産品,2024-12-15 12:05:02
アニタエネルギーラボ,売り,アニタ202軍用ドローン,3858,-1,1.04,7,特産品,2024-12-15 12:05:02
アニタエネルギーラボ,売り,コハク,3125,1,1.09,13,特産品,2024-12-15 12:05:02
アニタエネルギーラボ,売り,棉花,1324,1,1.11,23,特産品,2024-12-15 12:05:02
アニタエネルギーラボ,売り,ゲーム機,4380,-1,1.16,10,特産品,2024-12-15 12:05:02
アニタエネルギーラボ,売り,化粧品,678,-1,0.9,24,通常品,2024-12-15 12:05:02
アニタエネルギーラボ,売り,トルコ石,1659,-1,1.09,19,特産品,2024-12-15 12:05:02
アニタエネルギーラボ,売り,牛仔布,334,-1,0.94,40,通常品,2024-12-15 12:05:02
アニタエネルギーラボ,売り,宇宙記念品,905,-1,1.12,28,通常品,2024-12-15 12:05:02
アニタエネルギーラボ,売り,缶詰,107,-1,0.86,45,通常品,2024-12-15 12:05:02
アニタエネルギーラボ,売り,ワード山泉,74,1,1.02,56,通常品,2024-12-15 12:05:02
アニタエネルギーラボ,売り,アニタ101民用ドローン,768,0,1.0,14,特産品,2024-12-15 12:05:02
アニタエネルギーラボ,売り,亚麻,1052,-1,0.93,28,特産品,2024-12-15 12:05:02
アニタエネルギーラボ,売り,涤纶,204,-1,0.84,44,通常品,2024-12-15 12:05:02
アニタエネルギーラボ,売り,羊毛,1094,-1,0.85,1,通常品,2024-12-15 12:05:02
アニタエネルギーラボ,売り,尼龙晴雨伞,1039,1,1.2,1,通常品,2024-12-15 12:05:02
アニタエネルギーラボ,売り,黄銅,849,1,1.16,30,通常品,2024-12-15 12:05:02
アニタエネルギーラボ,売り,メノウ,2190,1,0.99,17,特産品,2024-12-15 12:05:02
アニタエネルギーラボ,売り,高级女装,3732,-1,0.89,1,特産品,2024-12-15 12:05:02
アニタエネルギーラボ,売り,タチウオ,294,1,1.02,48,通常品,2024-12-15 12:05:02
アニタエネルギーラボ,売り,防弾ベスト,3369,-1,0.97,10,特産品,2024-12-15 12:05:02
アニタエネルギーラボ,売り,ロケットのおもちゃ,629,1,1.02,55,通常品,2024-12-15 12:05:02
アニタエネルギーラボ,売り,ハニカム構造断熱材料,4241,-1,1.04,8,特産品,2024-12-15 12:05:02
アニタエネルギーラボ,売り,太陽光発電アレイ,6200,1,1.08,5,特産品,2024-12-15 12:05:02
