都市名,売りor買い,商品名,値段,傾向,倍率,販売個数,特産品,更新時間
マンド鉱山,買い,マンドツールセット,889,1,1.01,27,特産品,2024-12-15 21:30:55
マンド鉱山,買い,石材,171,-1,0.95,45,通常品,2024-12-15 21:30:55
マンド鉱山,買い,骨材,31,-1,1.02,72,通常品,2024-12-15 21:30:55
マンド鉱山,買い,建築材料,455,1,1.01,30,通常品,2024-12-15 21:30:55
マンド鉱山,買い,鉄鉱石,364,-1,1.04,36,通常品,2024-12-15 21:30:55
マンド鉱山,買い,鉄筋コンクリートまくらぎ,594,1,1.1,36,通常品,2024-12-15 21:30:55
マンド鉱山,買い,鉄道用特殊鋼,1026,-1,0.95,24,通常品,2024-12-15 21:30:55
マンド鉱山,買い,黄銅,533,1,0.86,30,通常品,2024-12-15 21:30:55
マンド鉱山,売り,トランク,655,1,1.11,32,通常品,2024-12-15 21:30:55
マンド鉱山,売り,火澄石,8354,-1,1.08,2,特産品,2024-12-15 21:30:55
マンド鉱山,売り,炭素繊維,1579,-1,0.98,18,特産品,2024-12-15 21:30:55
マンド鉱山,売り,扇,875,1,0.97,27,特産品,2024-12-15 21:30:55
マンド鉱山,売り,棉花,916,-1,1.08,23,特産品,2024-12-15 21:30:55
マンド鉱山,売り,ハニカム構造断熱材料,3712,-1,0.82,8,特産品,2024-12-15 21:30:55
マンド鉱山,売り,ロブスター,1285,-1,0.88,24,特産品,2024-12-15 21:30:55
マンド鉱山,売り,宇宙半導体,9525,-1,1.07,3,特産品,2024-12-15 21:30:55
マンド鉱山,売り,真丝羽绒枕头,2775,1,0.91,1,特産品,2024-12-15 21:30:55
マンド鉱山,売り,蕾丝花边,2024,-1,0.93,1,特産品,2024-12-15 21:30:55
マンド鉱山,売り,蕾丝连衣裙,3114,1,1.06,8,特産品,2024-12-15 21:30:55
マンド鉱山,売り,花呢,1401,-1,0.85,1,特産品,2024-12-15 21:30:55
マンド鉱山,売り,银制列车工艺品,3911,1,0.92,1,通常品,2024-12-15 21:30:55
マンド鉱山,売り,牛仔裤,491,-1,0.9,10,通常品,2024-12-15 21:30:55
マンド鉱山,売り,纯棉布料,961,1,1.13,21,通常品,2024-12-15 21:30:55
マンド鉱山,売り,GPU,1536,0,1.0,12,特産品,2024-12-15 21:30:55
マンド鉱山,売り,纯棉T恤,615,-1,1.1,35,通常品,2024-12-15 21:30:55
マンド鉱山,売り,金制列车工艺品,9514,-1,1.14,1,通常品,2024-12-15 21:30:55
マンド鉱山,売り,花呢上衣,1858,-1,0.89,10,特産品,2024-12-15 21:30:55
マンド鉱山,売り,紅茶,941,1,1.19,30,特産品,2024-12-15 21:30:55
マンド鉱山,売り,亚麻,1086,1,1.13,28,特産品,2024-12-15 21:30:55
マンド鉱山,売り,カセットテープ,287,-1,1.06,50,通常品,2024-12-15 21:30:55
マンド鉱山,売り,金箔,4254,-1,1.12,1,特産品,2024-12-15 21:30:55
マンド鉱山,売り,羽绒,582,1,1.05,1,特産品,2024-12-15 21:30:55
マンド鉱山,売り,防弾ベスト,2815,1,0.96,10,特産品,2024-12-15 21:30:55
マンド鉱山,売り,プラスチック爆薬,750,-1,0.88,20,通常品,2024-12-15 21:30:55
マンド鉱山,売り,銃弾,711,1,1.02,20,通常品,2024-12-15 21:30:55
マンド鉱山,売り,砲弾,1673,-1,0.95,15,通常品,2024-12-15 21:30:55
マンド鉱山,売り,ステンレス鋼,1467,-1,1.01,17,特産品,2024-12-15 21:30:55
マンド鉱山,売り,ガソリン,534,-1,0.91,27,通常品,2024-12-15 21:30:55
マンド鉱山,売り,太陽光発電アレイ,4994,-1,0.8,5,特産品,2024-12-15 21:30:55
マンド鉱山,売り,ライトスティック,479,1,1.02,35,通常品,2024-12-15 21:30:55
マンド鉱山,売り,グラフェン,3373,1,1.2,7,特産品,2024-12-15 21:30:55
マンド鉱山,売り,汚染防止用防護服,3123,-1,0.97,11,特産品,2024-12-15 21:30:55
マンド鉱山,売り,チタン合金,2695,-1,0.93,11,特産品,2024-12-15 21:30:55
