都市名,売りor買い,商品名,値段,傾向,倍率,販売個数,特産品,更新時間
フリーポートNo.7,買い,電子部品,932,-1,0.91,21,通常品,2024-12-15 05:22:57
フリーポートNo.7,買い,クリスタルフラワー,1635,1,0.92,14,特産品,2024-12-15 05:22:57
フリーポートNo.7,買い,海塩,100,-1,1.14,70,通常品,2024-12-15 05:22:57
フリーポートNo.7,買い,混構結晶のパキラ,4155,-1,0.85,7,特産品,2024-12-15 05:22:57
フリーポートNo.7,買い,宇宙記念品,769,-1,0.99,28,通常品,2024-12-15 05:22:57
フリーポートNo.7,買い,No.7 BEER,111,-1,0.94,56,通常品,2024-12-15 05:22:57
フリーポートNo.7,買い,ウシエビ,706,1,1.2,35,特産品,2024-12-15 05:22:57
フリーポートNo.7,買い,ナッツ,216,-1,1.03,42,通常品,2024-12-15 05:22:57
フリーポートNo.7,売り,扇,964,-1,0.86,27,特産品,2024-12-15 05:22:57
フリーポートNo.7,売り,洗剤セット,194,1,1.02,54,通常品,2024-12-15 05:22:57
フリーポートNo.7,売り,棉花,1205,-1,1.1,23,特産品,2024-12-15 05:22:57
フリーポートNo.7,売り,リチウムバッテリー,863,1,1.05,28,通常品,2024-12-15 05:22:57
フリーポートNo.7,売り,高級カトラリー,401,1,1.01,36,通常品,2024-12-15 05:22:57
フリーポートNo.7,売り,学会印刷書,876,1,1.05,32,特産品,2024-12-15 05:22:57
フリーポートNo.7,売り,炭素繊維,1364,-1,0.91,18,特産品,2024-12-15 05:22:57
フリーポートNo.7,売り,太陽電池,1020,-1,0.82,21,特産品,2024-12-15 05:22:57
フリーポートNo.7,売り,No.7 BEER,56,-1,0.47,56,通常品,2024-12-15 05:22:57
フリーポートNo.7,売り,鉄鉱石,372,-1,0.95,36,通常品,2024-12-15 05:22:57
フリーポートNo.7,売り,真珠,4232,1,0.92,8,特産品,2024-12-15 05:22:57
フリーポートNo.7,売り,汚染防止用防護服,3505,1,1.17,11,特産品,2024-12-15 05:22:57
フリーポートNo.7,売り,コハク,2907,-1,1.03,13,特産品,2024-12-15 05:22:57
フリーポートNo.7,売り,アオリイカ,241,1,0.97,48,通常品,2024-12-15 05:22:57
フリーポートNo.7,売り,カセットテープ,317,-1,1.17,50,通常品,2024-12-15 05:22:57
