都市名,売りor買い,商品名,値段,傾向,倍率,販売個数,特産品,更新時間
アニタロケット,買い,ロケットのおもちゃ,668,1,1.19,55,通常品,2024-12-15 21:55:26
アニタロケット,買い,高熱伝導セラミックス,1517,-1,0.93,13,通常品,2024-12-15 21:55:26
アニタロケット,買い,液体酸素メタン燃料,816,-1,0.97,21,通常品,2024-12-15 21:55:26
アニタロケット,買い,ブラシナシ電機,726,1,0.98,34,通常品,2024-12-15 21:55:26
アニタロケット,買い,ニッケル高温合金,1378,-1,0.97,13,通常品,2024-12-15 21:55:26
アニタロケット,買い,ハニカム構造断熱材料,4190,1,1.12,8,特産品,2024-12-15 21:55:26
アニタロケット,売り,イルメナイト,2533,1,1.15,15,特産品,2024-12-15 21:55:26
アニタロケット,売り,棉花,1167,1,0.92,23,特産品,2024-12-15 21:55:26
アニタロケット,売り,漆黒鉱滓,942,-1,1.17,37,通常品,2024-12-15 21:55:26
アニタロケット,売り,メノウ,2027,-1,0.85,17,特産品,2024-12-15 21:55:26
アニタロケット,売り,純金コイル,7587,1,0.89,1,特産品,2024-12-15 21:55:26
アニタロケット,売り,珪砂,361,-1,1.04,47,通常品,2024-12-15 21:55:26
アニタロケット,売り,キャビア,4528,-1,0.99,6,特産品,2024-12-15 21:55:26
アニタロケット,売り,金箔,4902,-1,1.13,1,特産品,2024-12-15 21:55:26
アニタロケット,売り,火澄石,8081,-1,1.04,2,特産品,2024-12-15 21:55:26
アニタロケット,売り,洗剤セット,213,1,1.12,54,通常品,2024-12-15 21:55:26
アニタロケット,売り,ブランデー,945,-1,1.01,24,通常品,2024-12-15 21:55:26
アニタロケット,売り,アニタ202軍用ドローン,4387,1,1.15,7,特産品,2024-12-15 21:55:26
アニタロケット,売り,カセットテープ,232,-1,0.81,50,通常品,2024-12-15 21:55:26
アニタロケット,売り,花呢上衣,2180,1,0.95,10,特産品,2024-12-15 21:55:26
アニタロケット,売り,金制列车工艺品,8831,-1,1.02,1,通常品,2024-12-15 21:55:26
アニタロケット,売り,纯棉T恤,614,1,1.16,35,通常品,2024-12-15 21:55:26
アニタロケット,売り,不織布,577,-1,0.96,30,通常品,2024-12-15 21:55:26
アニタロケット,売り,ガソリン,735,-1,1.04,27,通常品,2024-12-15 21:55:26
アニタロケット,売り,銃弾,762,-1,0.93,20,通常品,2024-12-15 21:55:26
アニタロケット,売り,納豆,319,-1,1.15,45,通常品,2024-12-15 21:55:26
アニタロケット,売り,砲弾,2276,1,1.1,15,通常品,2024-12-15 21:55:26
アニタロケット,売り,方便食品（军用）,112,-1,0.96,72,特産品,2024-12-15 21:55:26
アニタロケット,売り,プラスチック爆薬,1146,-1,1.1,20,通常品,2024-12-15 21:55:26
アニタロケット,売り,ステンレス鋼,1813,-1,1.01,17,特産品,2024-12-15 21:55:26
アニタロケット,売り,タチウオ,262,-1,0.84,48,通常品,2024-12-15 21:55:26
アニタロケット,売り,レゾナンスパワー爆弾,5352,-1,1.18,4,特産品,2024-12-15 21:55:26
アニタロケット,売り,防弾ベスト,4125,1,1.15,10,特産品,2024-12-15 21:55:26
アニタロケット,売り,ブラシナシ電機,363,1,0.49,34,通常品,2024-12-15 21:55:26
アニタロケット,売り,修格里严选礼包,2664,-1,1.12,1,特産品,2024-12-15 21:55:26
アニタロケット,売り,エンジン,3326,-1,0.86,9,特産品,2024-12-15 21:55:26
アニタロケット,売り,鱼肝油,3164,-1,0.96,8,特産品,2024-12-15 21:55:26
アニタロケット,売り,ロケットのおもちゃ,334,1,0.6,55,通常品,2024-12-15 21:55:26
アニタロケット,売り,海角水产礼盒,4983,-1,1.1,1,特産品,2024-12-15 21:55:26
アニタロケット,売り,西大陆甄选礼盒,7271,1,0.91,1,特産品,2024-12-15 21:55:26
アニタロケット,売り,水产甄选礼盒,6763,-1,0.98,1,特産品,2024-12-15 21:55:26
アニタロケット,売り,金枪鱼,2743,1,1.15,1,特産品,2024-12-15 21:55:26
アニタロケット,売り,翻车魨,5116,-1,1.02,1,特産品,2024-12-15 21:55:26
アニタロケット,売り,宇航服,13320,-1,1.15,1,特産品,2024-12-15 21:55:26
アニタロケット,売り,ワードチキン,663,1,1.08,39,特産品,2024-12-15 21:55:26
アニタロケット,売り,ロブスター,1430,1,1.1,24,特産品,2024-12-15 21:55:26
アニタロケット,売り,コハク,3009,1,1.01,13,特産品,2024-12-15 21:55:26
アニタロケット,売り,自動車パーツ,771,1,0.87,24,通常品,2024-12-15 21:55:26
アニタロケット,売り,紅茶,1153,-1,1.11,30,特産品,2024-12-15 21:55:26
アニタロケット,売り,方鉛鉱,856,-1,1.07,29,通常品,2024-12-15 21:55:26
アニタロケット,売り,ジャガイモ,95,-1,1.05,53,通常品,2024-12-15 21:55:26
アニタロケット,売り,砂金,3381,1,1.01,11,特産品,2024-12-15 21:55:26
アニタロケット,売り,学会纪念品,2411,-1,0.98,12,特産品,2024-12-15 21:55:26
アニタロケット,売り,弾丸加速装置,2581,-1,1.01,18,特産品,2024-12-15 21:55:26
アニタロケット,売り,年货大礼包,3558,-1,1.01,1,特産品,2024-12-15 21:55:26
アニタロケット,売り,银制列车工艺品,4440,1,0.99,1,通常品,2024-12-15 21:55:26
アニタロケット,売り,花呢,1631,1,0.9,1,特産品,2024-12-15 21:55:26
アニタロケット,売り,纯棉布料,832,-1,0.9,21,通常品,2024-12-15 21:55:26
アニタロケット,売り,牛仔裤,522,-1,0.84,10,通常品,2024-12-15 21:55:26
アニタロケット,売り,蕾丝连衣裙,2666,-1,0.96,8,特産品,2024-12-15 21:55:26
アニタロケット,売り,蕾丝花边,1687,-1,0.82,1,特産品,2024-12-15 21:55:26
アニタロケット,売り,灯芯绒休闲裤,1998,1,1.07,19,通常品,2024-12-15 21:55:26
アニタロケット,売り,冲锋衣,1281,1,0.98,29,通常品,2024-12-15 21:55:26
アニタロケット,売り,灯芯绒,1503,-1,1.02,1,通常品,2024-12-15 21:55:26
アニタロケット,売り,缝纫工具包,812,-1,0.84,32,特産品,2024-12-15 21:55:26
アニタロケット,売り,岚心锦服,7621,1,1.11,6,特産品,2024-12-15 21:55:26
アニタロケット,売り,黑毛牛排,5336,1,1.16,9,特産品,2024-12-15 21:55:26
アニタロケット,売り,水银,1376,1,1.2,20,通常品,2024-12-15 21:55:26
アニタロケット,売り,马鲛鱼,324,-1,0.93,40,通常品,2024-12-15 21:55:26
アニタロケット,売り,香薰蜡烛,925,-1,0.87,24,特産品,2024-12-15 21:55:26
アニタロケット,売り,帝王蟹,1676,-1,0.97,16,特産品,2024-12-15 21:55:26
アニタロケット,売り,扇贝,236,-1,0.9,1,通常品,2024-12-15 21:55:26
アニタロケット,売り,雪金锦袍,5301,-1,0.84,7,特産品,2024-12-15 21:55:26
アニタロケット,売り,贻贝,184,-1,1.09,48,通常品,2024-12-15 21:55:26
アニタロケット,売り,竹荚鱼,548,1,1.07,1,通常品,2024-12-15 21:55:26
アニタロケット,売り,高級スキンケア商品,3227,1,0.91,9,特産品,2024-12-15 21:55:26
アニタロケット,売り,骨材,38,-1,0.98,72,通常品,2024-12-15 21:55:26
アニタロケット,売り,石材,220,1,0.94,45,通常品,2024-12-15 21:55:26
アニタロケット,売り,グラファイト,446,1,0.96,37,通常品,2024-12-15 21:55:26
アニタロケット,売り,建築材料,575,-1,1.03,30,通常品,2024-12-15 21:55:26
アニタロケット,売り,トルコ石,1670,-1,1.05,19,特産品,2024-12-15 21:55:26
アニタロケット,売り,マラカイト,1976,1,0.9,17,特産品,2024-12-15 21:55:26
アニタロケット,売り,青金石,2783,-1,1.05,13,特産品,2024-12-15 21:55:26
アニタロケット,売り,水晶彫刻,995,1,1.11,21,通常品,2024-12-15 21:55:26
アニタロケット,売り,GPU,4127,1,1.01,12,特産品,2024-12-15 21:55:26
アニタロケット,売り,太空棉,2093,-1,0.93,1,通常品,2024-12-15 21:55:26
アニタロケット,売り,雪纺,1305,-1,1.05,1,特産品,2024-12-15 21:55:26
アニタロケット,売り,绵羊,431,-1,0.93,40,通常品,2024-12-15 21:55:26
アニタロケット,売り,牛仔布,357,1,0.98,40,通常品,2024-12-15 21:55:26
アニタロケット,売り,绣线,446,1,0.92,40,通常品,2024-12-15 21:55:26
アニタロケット,売り,尼龙布,760,1,1.02,36,通常品,2024-12-15 21:55:26
アニタロケット,売り,ワード山泉,84,1,1.12,56,通常品,2024-12-15 21:55:26
アニタロケット,売り,鸭,157,-1,1.02,52,通常品,2024-12-15 21:55:26
アニタロケット,売り,亚麻,1079,-1,0.92,28,特産品,2024-12-15 21:55:26
アニタロケット,売り,涤纶,266,1,1.07,44,通常品,2024-12-15 21:55:26
アニタロケット,売り,羊毛,1538,-1,1.15,1,通常品,2024-12-15 21:55:26
アニタロケット,売り,尼龙晴雨伞,754,1,0.84,1,通常品,2024-12-15 21:55:26
アニタロケット,売り,牛排,0,1,1.01,1,通常品,2024-12-15 21:55:26
アニタロケット,売り,漫画书,0,-1,0.99,1,通常品,2024-12-15 21:55:26
アニタロケット,売り,拼装模型,0,-1,0.99,1,通常品,2024-12-15 21:55:26
アニタロケット,売り,医药品,0,1,1.01,1,通常品,2024-12-15 21:55:26
アニタロケット,売り,宠物粮食,0,1,1.01,1,通常品,2024-12-15 21:55:26
アニタロケット,売り,黑胶唱片,0,1,1.03,1,通常品,2024-12-15 21:55:26
アニタロケット,売り,人参,0,1,1.01,1,通常品,2024-12-15 21:55:26
アニタロケット,売り,岚心锦,4719,1,0.9,1,特産品,2024-12-15 21:55:26
アニタロケット,売り,高档家具,0,-1,1.01,1,通常品,2024-12-15 21:55:26
アニタロケット,売り,保健品,0,1,1.03,1,通常品,2024-12-15 21:55:26
アニタロケット,売り,No.7 BEER,135,-1,1.04,56,通常品,2024-12-15 21:55:26
アニタロケット,売り,海塩,97,-1,0.98,70,通常品,2024-12-15 21:55:26
アニタロケット,売り,ウシエビ,821,-1,1.05,35,特産品,2024-12-15 21:55:26
アニタロケット,売り,ナッツ,254,1,1.1,42,通常品,2024-12-15 21:55:26
アニタロケット,売り,アニタ101民用ドローン,1709,1,1.03,14,特産品,2024-12-15 21:55:26
アニタロケット,売り,太陽電池,1381,1,1.11,21,特産品,2024-12-15 21:55:26
アニタロケット,売り,ワード山泉,87,1,0.97,60,通常品,2024-12-15 21:55:26
アニタロケット,売り,グラフェンバッテリー,3582,1,0.88,7,特産品,2024-12-15 21:55:26
アニタロケット,売り,アウトドア用品,395,1,0.98,32,通常品,2024-12-15 21:55:26
