都市名,売りor買い,商品名,値段,傾向,倍率,販売個数,特産品,更新時間
クラリティデータセンター,買い,ビデオテープ,492,1,0.96,30,通常品,2024-12-15 05:50:31
クラリティデータセンター,買い,列車モデル,304,-1,0.95,40,通常品,2024-12-15 05:50:31
クラリティデータセンター,買い,スピーカー,912,-1,0.95,20,特産品,2024-12-15 05:50:31
クラリティデータセンター,買い,カセットテープ,271,1,1.06,50,通常品,2024-12-15 05:50:31
クラリティデータセンター,買い,ゲームカートリッジ,674,1,1.04,30,特産品,2024-12-15 05:50:31
クラリティデータセンター,買い,自然銀,2075,-1,0.83,10,特産品,2024-12-15 05:50:31
クラリティデータセンター,買い,ゲーム機,3456,1,1.08,10,特産品,2024-12-15 05:50:31
クラリティデータセンター,買い,ライトスティック,433,1,1.04,35,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,家電,1061,1,0.92,21,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,自動車パーツ,703,-1,0.93,24,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,ナッツ,270,1,1.14,42,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,ニッケル高温合金,1826,1,1.08,13,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,珪砂,312,1,1.08,47,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,西大陆甄选礼盒,7346,-1,0.9,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,リチウムバッテリー,879,-1,0.97,28,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,海角水产礼盒,4370,1,0.91,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,真珠,5117,1,1.04,8,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,方鉛鉱,828,-1,1.12,29,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,石材,235,-1,1.16,45,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,アニタ101民用ドローン,2101,1,1.13,14,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,ジャガイモ,79,-1,1.08,53,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,羽绒,663,-1,1.08,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,蚕丝,2169,1,1.09,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,缶詰,114,1,1.01,45,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,鹅,266,1,1.02,1,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,天鹅绒,2958,-1,0.83,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,No.7 BEER,138,-1,1.04,56,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,高级女装,3762,-1,0.92,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,天鹅绒椅披,4201,1,1.04,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,西服,3382,-1,1.12,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,雪纺,1180,-1,1.04,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,防弾ベスト,3132,-1,1.0,10,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,花呢,1708,1,1.15,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,高透磁率ケイ素鋼板,871,-1,0.96,29,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,ブランデー,848,-1,0.87,24,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,アニタ202軍用ドローン,3858,-1,1.04,7,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,ロブスター,1445,-1,0.99,24,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,修格里严选礼包,2096,-1,1.0,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,マンドツールセット,1120,-1,1.01,27,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,婦人服,1769,1,1.0,15,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,太空棉,2821,-1,1.09,1,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,納豆,187,-1,0.82,45,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,图形加速卡,3813,1,1.07,12,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,年货大礼包,2764,-1,0.87,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,金丝,3688,1,0.97,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,牛,653,1,0.99,1,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,ワード山泉,65,1,1.05,60,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,羊毛布料,1425,-1,0.93,1,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,西服面料,2232,1,0.88,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,法兰绒睡衣,2174,1,1.0,1,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,法兰绒,1657,1,0.98,20,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,织锦缎,3944,-1,0.83,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,羊绒,2849,1,1.17,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,锦缎,3617,1,1.05,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,铁山大米,355,1,1.01,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,グラフェンバッテリー,5167,1,1.17,7,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,ガソリン,664,1,1.1,27,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,ステンレス鋼,1643,-1,1.11,17,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,砲弾,2012,-1,1.11,15,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,銃弾,740,1,1.03,20,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,プラスチック爆薬,832,-1,0.94,20,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,純金コイル,7891,1,1.0,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,水产甄选礼盒,6501,-1,0.92,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,琴酒,590,-1,1.01,31,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,金箔酒,2727,1,0.95,15,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,宇航服,11648,-1,1.06,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,翻车魨,3992,-1,0.84,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,ゲーム機,1728,1,0.54,10,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,学会印刷書,886,1,0.89,32,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,海塩,92,-1,0.91,70,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,鱼肝油,2778,-1,0.81,8,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,学会纪念品,2725,-1,1.04,12,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,尼龙晴雨伞,657,-1,0.82,1,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,ワード山泉,61,-1,0.89,56,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,棉花枕头,983,1,0.95,1,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,羊毛,1315,-1,1.08,1,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,真丝羽绒枕头,3725,1,1.12,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,法兰绒靠垫,2217,1,1.08,1,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,芳纶纤维,1762,-1,1.12,20,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,羊绒衫,3012,1,1.15,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,猪,350,1,1.06,1,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,山羊,526,-1,0.94,32,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,スピーカー,456,-1,0.48,20,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,カセットテープ,136,1,0.53,50,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,アオリイカ,289,1,1.01,48,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,黑松露,5629,1,0.9,4,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,キダチトウガラシ,106,-1,0.93,48,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,金箔,5450,-1,1.37,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,涤纶,215,1,0.93,44,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,亚麻,1050,1,0.98,28,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,鸭,134,1,1.02,52,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,高級カトラリー,417,1,1.09,36,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,绣线,445,1,0.99,40,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,牛仔布,377,1,1.12,40,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,绵羊,400,1,1.02,40,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,化粧品,752,1,0.92,24,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,冲锋衣,986,-1,0.83,29,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,灯芯绒,1446,-1,1.08,1,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,缝纫工具包,931,-1,1.08,32,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,尼龙布,698,1,1.01,36,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,オリーブ・オイル,422,1,1.18,45,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,紅茶,1060,1,1.34,30,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,ライトスティック,217,1,0.52,35,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,方便食品（军用）,105,1,0.9,72,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,ワードチキン,411,1,1.08,39,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,トランク,605,-1,1.05,32,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,ビデオテープ,246,1,0.48,30,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,丝绸布料,2851,1,1.0,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,クリスタルフラワー,2376,1,1.19,14,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,タチウオ,389,1,1.06,48,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,真丝睡衣,3564,1,1.13,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,アウトドア用品,454,-1,1.05,32,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,灯芯绒休闲裤,1933,-1,1.14,19,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,蕾丝花边,2176,-1,1.0,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,蕾丝连衣裙,3173,-1,1.08,8,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,牛仔裤,595,1,1.09,10,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,纯棉布料,816,1,0.96,21,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,混構結晶のパキラ,5490,1,1.04,7,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,银制列车工艺品,4290,1,1.1,1,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,金制列车工艺品,8190,1,1.05,1,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,花呢上衣,941,0,1.0,10,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,不織布,605,-1,0.98,30,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,グラフェン,2653,-1,1.01,7,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,キャビア,5100,-1,1.05,6,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,宇宙記念品,802,-1,0.93,28,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,骨材,33,-1,1.0,72,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,松茸,2879,-1,0.96,11,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,黄銅線,673,-1,0.89,47,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,黄銅,649,1,0.96,30,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,漆黒鉱滓,759,1,1.13,37,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,砂金,3024,-1,1.0,11,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,鉄筋コンクリートまくらぎ,659,-1,1.08,36,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,Latona香水,1475,-1,0.94,18,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,高熱伝導セラミックス,1999,1,1.03,13,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,杯面,70,1,1.01,60,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,ハム,2404,-1,0.98,12,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,弾丸加速装置,2435,-1,1.06,18,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,纯棉T恤,524,-1,0.99,35,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,単結晶シリコン,2135,1,0.96,16,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,エンジン,3458,1,0.97,9,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,钛矿石,1996,1,1.09,15,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,火澄石,7163,-1,0.97,2,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,炭素繊維,1514,1,1.01,18,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,汚染防止用防護服,3203,-1,1.04,11,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,モーフィックフィールド照準器,1346,1,1.22,18,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,ロケットのおもちゃ,638,-1,0.98,55,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,メノウ,2121,-1,1.04,17,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,自然銀,1038,-1,0.42,10,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,岚心锦服,6074,-1,0.96,6,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,黑毛牛排,4284,-1,1.02,9,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,水晶彫刻,892,1,0.97,21,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,香薰蜡烛,1189,1,1.05,24,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,帝王蟹,2037,-1,1.09,16,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,水银,961,-1,0.81,20,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,马鲛鱼,381,1,1.03,40,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,贻贝,186,-1,1.04,48,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,竹荚鱼,420,-1,0.97,1,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,扇贝,206,-1,0.93,1,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,雪金锦袍,6082,1,1.05,7,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,青金石,2175,1,0.96,13,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,二次電池,337,-1,0.99,42,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,太陽電池,1269,-1,0.91,21,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,金枪鱼,2106,1,1.04,1,特産品,2024-12-15 05:50:31
クラリティデータセンター,売り,列車モデル,152,-1,0.48,40,通常品,2024-12-15 05:50:31
クラリティデータセンター,売り,ゲームカートリッジ,337,1,0.52,30,特産品,2024-12-15 05:50:31
